property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
0.5 ac land for sale in Kiambu Road
","

Njathaini road, Kiambu Road, Kiambu Road

",-,-,-,"
Half acre land off Kiambu rd, KIST.
",-,"
KSh 22,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Msanduku lane, Lavington, Dagoretti North

",-,"
3
","








2

","
3 bedrooms master ensuite apartment for sale in...
",Crystal Valuers LTD,"
KSh 21,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 bedroom apartment in Kileleshwa
",-,"
KSh 13,800,000
"
"
1 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

","
55 m²
","
1
","








2

","
1 bedroom apartments for sale
",B. Nyariki Properties,"
KSh 6,000,000
"
"
3 bedroom apartment for sale in Waiyaki Way
","

Kinoo, Waiyaki Way, Westlands

","
1571 ft²
","
3
","








3

","
3 Bedroom All Ensuite Plus with In Waiyaki Way
",Crystal Valuers LTD,"
KSh 10,500,000
"
"
6 bedroom house for sale in Gigiri
","

Gigiri, Westlands

",-,"
6
",-,"
Commercial house for sale
",Live n Style Agencies,"
KSh 130,000,000
"
"
1 m² residential land for sale in Parklands
","

Crescent Road, Parklands, Westlands

","
1 m²
",-,-,"
PLOT FOR SALE
",Halifax Estate Agency,"
KSh 220,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Crestpark Kilimani, Kilimani, Dagoretti North

","
140 ft²
","
3
","








3

","
3 Bedroom Apartments For Sale -DENNIS PRITT ROA...
",Crystal Valuers LTD,"
KSh 15,000,000
"
"
1 ac residential land for sale in Spring Valley
","

Spring Valley, Westlands

","
1 ac
",-,-,"
For sale: Spring Valley 1 acre for sale, red so...
",First Villas,"
KSh 150,000,000
"
"
11305 ft² warehouse for sale in Mombasa Road
","

Mombasa Road, Mombasa Road, Mombasa Road

","
11305 ft²
",-,-,"
11305 ft² warehouse for sale in Mombasa Road
",Dunhill Consulting Limited,"
KSh 56,000,000
"
"
Studio apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
40 m²
","
0
","








1

","
EXQUISITE STUDIO APARTMENT
",Balis Properties,"
KSh 4,200,000
"
"
Land for sale in Thika Road
","

Thika Road, Thika Road

",-,-,-,"
Plots for sale in juja
",Esaiga Africa,"
KSh 499,000
"
"
3 bedroom apartment for sale in Ngong Road
","

Kingston Residence, Ngong Road, Ngong Road

",-,"
3
","








4

","
3 Bedroom With DSQ Sale In Kingston Residence A...
",Royani Properties Limited,"
KSh 13,450,000
"
"
0.02 ac residential land for sale in Embakasi West
","

Kariobangi south, Mutarakwa road, Embakasi West, Embakasi

",-,-,-,"
0.02Acre land for sale at Kariobangi south
",Crystal Valuers LTD,"
KSh 4,000,000
"
"
0.5 ac land for sale in Karen
","

Karen, Langata

",-,-,-,"
Vacant Half Acre for Sale in Karen
",Property Boutique,"
KSh 34,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
177 m²
","
3
","








4

","
3BEDROOMS. 4BATHROOMS. 1DSQ
",Balis Properties,"
KSh 17,500,000
"
"
3238 m² land for sale in Lavington
","

 Lavington, Dagoretti North

","
3238 m²
",-,-,"
MUHOYA AVENUE PLOT FOR SALE
",Halifax Estate Agency,"
KSh 160,000,000
"
"
0.57 ac land for sale in Kileleshwa
","

Vihiga Road, Kileleshwa, Dagoretti North

",-,-,-,"
Prime 0.578 acre vacant development site for sa...
",Knight Frank Kenya,"
KSh 120,000,000
"
"
4047 m² residential land for sale in Muthaiga Area
","

Muthaiga Area, Muthaiga

","
4047 m²
",-,-,"
 1 acre off Thigiri Ridge
",GerryVille Homes,"
KSh 120,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

924M, Kilimani Estate, Kilimani, Dagoretti North

","
1100 ft²
","
2
","








2

","
Prestigious two bedroom apartment situated in K...
",Ace Realtors Limited,"
KSh 7,499,999
"
"
5 bedroom house for sale in Gigiri
","

Gigiri, Westlands

","
2023 m²
","
5
","








5

","
Strategic 5 Bedroomed Double Storey For Sale In...
",LIflac Properties,"
KSh 120,000,000
"
"
1 bedroom apartment for sale in Rosslyn
","

Limuru road, Rosslyn, Westlands

","
44 m²
","
1
","








1

","
1, 2, 3 BEDROOM ULTRA-MODERN AFFORDABLE APARTME...
",Antel Ltd,"
KSh 4,400,000
"
"
Studio apartment for sale in Kilimani
","

Wood Avenue, Kilimani, Dagoretti North

",-,"
0
","








1

","
Studio apartment in Kilimani, Nairobi
",Knitter Properties Kenya,"
KSh 4,500,000
"
"
4 bedroom apartment for sale in Rhapta Road
","

Rhapta Road, Westlands

",-,"
4
",-,"
4 bedroom apartment for sale in Rhapta Road
",Dunhill Consulting Limited,"
KSh 17,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
2409 ft²
","
4
","








 4

","
NEW AND SPACIOUS 4 BEDROOM APARTMENTS IN LAVING...
",A1 Properties Ltd,"
KSh 23,000,000
"
"
4 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
270 m²
","
4
","








4

","
4 BEDROOM EXCLUSIVE APARTMENT FOR SALE IN KILIM...
",Trisums Investments Company Ltd,"
KSh 17,000,000
"
"
Residential land for sale in Runda
","

Runda Close, Runda, Westlands

",-,-,-,"
1-Acre Plot For Sale in Runda
",Simkar Group Limited,"
KSh 65,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Laikipia Road, Kileleshwa, Dagoretti North

",-,"
2
","








2

","
AVIC PARK
",Avic Park,"
KSh 25,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








4

","
A CHARMING ARCHITECTURAL ELEMENT
",Olympia Gold Real Estate,"
KSh 68,000,000
"
"
Studio apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
47 m²
","
0
","








1

","
Sylish studio apartments available in Kileleshw...
",A1 Properties Ltd,"
KSh 7,600,000
"
"
2 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
2
",-,"
Escada
",HassConsult,"
KSh 11,100,000
"
"
3 bedroom apartment for sale in Lavington
","

Off Othaya rd, Lavington, Dagoretti North

","
140 m²
","
3
","








3

","
3 BEDROOMS FOR SALE IN LAVINGTON
",Abode Realty,"
KSh 10,500,000
"
"
1 m² residential land for sale in Garden Estate
","

Garden Estate, Roysambu

","
1 m²
",-,-,"
RESIDENTIAL PLOT FOR SALE AT GARDEN ESTATE.
",Afrique Properties Limited,"
KSh 40,000,000
"
"
2023 m² land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

","
2023 m²
",-,-,"
Land for Sale Behind Quickmart, Kiambu Road
",Royani Properties Limited,"
KSh 50,000,000
"
"
Commercial land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
1/2 acre plot for sale along Kiambu road.
",Sema Estate Agents,"
KSh 32,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
","








2

","
3 Bed Unfurnished Apartment For Sale in The Hea...
",Coral Property International Ltd,"
KSh 25,000,000
"
"
5 bedroom house for sale in Loresho
","

Loresho, Westlands

",-,"
5
",-,"
House for Sale
",Cura International,"
KSh 165,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Dagoretti North

","
198 m²
","
3
","








4

","
LUXE 3BEDROOM PLUS DSQ
",Balis Properties,"
KSh 23,000,000
"
"
4 bedroom house for sale in Karen
","

Karen road, Karen, Langata

",-,"
4
","








4

","
Four bedrooms plus DSQ for sale Karen
",Pemukika Agency,"
KSh 145,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Dennis Pritt, Kilimani, Dagoretti North

","
100 m²
","
2
","








2

","
2 BR Apartment for sale (Ready for Occupation)
",Prima Properties Ke,"
KSh 8,500,000
"
"
4 bedroom house for sale in Gigiri
","

Gigiri, Westlands

",-,"
4
","








4

","
Exquisite 4 bedroom house
",Taji Suburbs Ltd,"
KSh 125,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
90 m²
","
2
","








2

","
2 bedrooms in Kilimani, READY FOR OCCUPATION
",Abode Realty,"
KSh 7,300,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
","








2

","
Top of the line1bdrm ideal for investment
",REALTY BORIS,"
KSh 7,500,000
"
"
8000 m² commercial land for sale in Loresho
","

Loresho, Westlands

","
8000 m²
",-,-,"
2 acres parcel in Loresho
",Nairobi Property,"
KSh 175,000,000
"
"
2 bedroom apartment for sale in Riverside
","

Riverside, Westlands

",-,"
2
","








2

","
2 BEDROOM SPACIOUS & PRISTINE APARTMENTS IN WES...
",Olympia Gold Real Estate,"
KSh 21,250,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
80 m²
","
1
","








1

","
ONE (1) BEDROOM EXECUTIVE APARTMENT FOR SALE...
",Splendor Holdings,"
KSh 7,000,000
"
"
3 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








2

","
3 Bedroom house on sale in Lavington
",Ring Kenya Ltd,"
KSh 21,200,000
"
"
Office for sale in Cbd
","

Cbd, Starehe

",-,-,-,"
1486 m² commercial office for sale in Central B...
",Pam Golding Properties,"
KSh 150,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
",-,"
Executive 3 and 4 bedroom apartment all ensuite...
",Wilnas Property Ltd,"
KSh 19,500,000
"
"
2024 m² land for sale in Runda
","

Runda, Westlands

","
2024 m²
",-,-,"
0.5 Acre Residential Plots at Runda Estate.
",Afrique Properties Limited,"
KSh 35,000,000
"
"
2 bedroom apartment for sale in Riverside
","

Riverside, Riverside, Westlands

","
112 m²
","
2
","








2

","
EXQUISITE 2BEDROOM APARTMENT
",Balis Properties,"
KSh 12,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
200 m²
","
3
","








2

","
3 BEDROOM + PLUS DSQ FOR SALE IN KILIMANI
",Abode Realty,"
KSh 21,500,000
"
"
4 bedroom townhouse for sale in Garden Estate
","

Garden Estate, Garden Estate, Roysambu

","
2024 m²
","
4
","








4

","
4 Bedroom 3 En-suite Standalone House For Sale...
",Simkar Group Limited,"
KSh 85,000,000
"
"
4 bedroom townhouse for sale in Westlands Area
","

Grevillea Grove., Westlands Area, Westlands

",-,"
4
","








4

","
4 Bedroom Townhouse For Sale in Grevillea Grove
",Pam Golding Properties,"
KSh 55,000,000
"
"
1.3 ac residential land for sale in General Mathenge
","

General Mathenge, Westlands

","
1 ac
",-,-,"
Prime land for sale on General Mathenge
",Trisums Investments Company Ltd,"
KSh 500,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
Grey Pearl Apartments-2 Bedroom Apartments For...
",Crystal Valuers LTD,"
KSh 14,000,000
"
"
4.1 ac land for sale in Rosslyn
","

Rosslyn, Westlands

","
4 ac
",-,-,"
4.1 ACRE LAND WITH A 7 BEDROOM SPRAWLING BUNGAL...
",Trisums Investments Company Ltd,"
KSh 995,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

General Mathenge, Westlands Area, Westlands

",-,"
3
",-,"
GREENVILLE GARDENS –GENERAL MATHENGE (3 bedroom...
",Primofort Investment,"
KSh 18,500,000
"
"
1372 ft² office for sale in Westlands Area
","

Nairobi, Parklands Road, Westlands Area, Westlands

","
1372 ft²
",-,-,"
Offices For Sale On Parklands Road, Westlands
",Coral Property International Ltd,"
KSh 17,150,000
"
"
Residential land for sale in Embakasi West
","

Umoja Innercore, Embakasi West, Embakasi

",-,-,-,"
Umoja Innercore Vacant Plot For Sale
",Landmark Realtors Ltd,"
KSh 8,000,000
"
"
8 bedroom townhouse for sale in New Kitusuru
","

 New Kitusuru, Westlands

","
2833 m²
","
8
","








10

","
8 bedrooms of two identical 4 bedrooms townhous...
",Kenya Classic Homes,"
KSh 180,000,000
"
"
2 bedroom apartment for sale in Ngong Road
","

Ngong Rd, Ngong Road, Ngong Road

",-,"
2
","








1

","
1,2 and Studio Apartments For Sale
",Zenith Homes Management Ltd,"
KSh 8,000,000
"
"
2 bedroom apartment for sale in Mombasa Road
","

Mombasa road, Syokimau, Mombasa Road, Mombasa Road

","
9 m²
","
2
",-,"
NEWLY BUILT GAME CHANGER RESIDENTIAL DEVELOPME...
",Amuti Services Ltd,"
KSh 7,500,000
"
"
0.25 ac commercial land for sale in Kahawa
","

Kamiti Road, Kamiti Road, Kahawa, Roysambu

",-,-,-,"
Quarter Acre Touching Kamiti Road Near the New...
",Countywise Enterprises,"
KSh 10,999,997
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
",-,"
MASSIVE 4bdrm + sq on Sale in Lavington
",REALTY BORIS,"
KSh 25,000,000
"
"
5 bedroom house for sale in Lavington
","

Lavington, Dagoretti North

",-,"
5
","








5

","
Luxurious 5 bedroom for sale in Lavington
",Olympia Gold Real Estate,"
KSh 75,000,000
"
"
1 bedroom apartment for sale in Mountain View
","

Waiyaki Way, Mountain View, Westlands

",-,"
1
",-,"
Waiyaki Way, Mountain View, New Apartments
",FAPCL Group,"
KSh 6,600,000
"
"
2 bedroom apartment for sale in Thika Road
","

Near USIU, Thika Road, Thika Road

",-,"
2
","








2

","
2 BEDROOM APARTMENT FOR SALE
",Royani Properties Limited,"
KSh 7,100,000
"
"
4 bedroom house for sale in Kilimani
","

Kilimani, Dagoretti North

","
161 m²
","
4
","








3

","
Menelik Maisonettes- Kilimani
",Tysons Limited,"
KSh 27,000,000
"
"
Studio apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
0
",-,"
Studio,1br and 2br for sale
",Esaiga Africa,"
KSh 4,300,000
"
"
1 bedroom apartment for sale in Ngara
","

Musindi road, Ngara, Starehe

","
46 m²
","
1
","








1

","
1 Bedroom Apartments for Sale in Ngara
",Signature Africa,"
KSh 5,500,000
"
"
1.95 ac residential land for sale in Kyuna
","

Kyuna, Westlands

","
1 ac
",-,-,"
1.95 Acres Of Land For Sale With A Fully Furni...
",Nuru Breeze Homes Realty Limited,"
KSh 300,000,000
"
"
3 bedroom apartment for sale in Lavington
","

riara road, riara road, Lavington, Dagoretti North

","
177 m²
","
3
","








3

","
QUICK SALE 3 bedroom apartment for sale on riar...
",Kenya Classic Homes,"
KSh 16,000,000
"
"
4 bedroom apartment for sale in Riara Road
","

Riara road, Riara Road, Dagoretti North

",-,"
4
","








3

","
3 Bedroom, Master Ensuitte for sale along Riara...
",-,"
KSh 13,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
2 Bedroom apartment for sale in kileleshwa
",Azizi Realtors,"
 KSh 6,900,000
"
"
10 ac land for sale in Karen
","

Rhino Park Road, Karen, Langata

","
10 ac
",-,-,"
Land For Sale in Karen
",Tidetwo Enterprises,"
KSh 450,000,000
"
"
3 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road, Thika Road

",-,"
3
","








4

","
3 Bedroom apartment for sale in Garden City (Ke...
",Pam Golding Properties,"
KSh 26,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Nairobi, Parklands, Westlands

",-,"
4
","








4

","
A Modern 4 Bedroom Apartment for sale in Parkla...
",Coral Property International Ltd,"
KSh 43,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








4

","
Desirable Furnished 3 Bedroom Apartment to Let...
",Realty Plus,"
KSh 22,000,000
"
"
Residential land for sale in Nyari
","

Nyari central, Nyari, Westlands

",-,-,-,"
A prime plot for sale in nyari.
",Spacetech Enterprises,"
KSh 120,000,000
"
"
Studio apartment for sale in Kileleshwa
","

Othaya road, Kileleshwa, Dagoretti North

","
45 m²
","
0
","








1

","
SPACIOUS STUDIO APARTMENT FOR SALE IN KILELESHW...
",Abode Realty,"
KSh 4,200,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
125 m²
","
2
","








2

","
NEW EXECUTIVE 2 BEDROOM APARTMENT + DSQ IN KI...
",Splendor Holdings,"
KSh 11,500,000
"
"
0.5 ac land for sale in Karen
","

1, Miotoni road, Karen, Langata

",-,-,-,"
Land for sale in Miotoni,Karen
",-,"
KSh 55,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma Road, Kilimani, Dagoretti North

",-,"
2
","








1

","
HEARTLAND GARDEN
",Heartland Homes Nairobi Co. Limited,"
KSh 7,500,000
"
"
2 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

","
128 m²
","
2
",-,"
Perfectly Located 2 Bedroom
",VAAL Real Estate,"
KSh 14,500,000
"
"
4 bedroom townhouse for sale in Lavington
","

lavington green, lavington green, Lavington, Dagoretti North

",-,"
4
","








5

","
NEW 4BEDROOM TOWNHOUSE FOR SALE IN LAVINGTON GR...
",Comfort Valuers Limited,"
KSh 63,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside drive, Riverside, Westlands

",-,"
3
","








3

","
Unique 3 bedroom apartment -RIVERSIDE
",Azizi Realtors,"
KSh 16,500,000
"
"
1 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
36 m²
","
1
","








1

","
ONE BEDROOM FOR SALE 4.5M
",Round The Clock Homes,"
KSh 4,500,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
57 m²
","
1
","








1

","
Stylish 1 bedroom apartment in Kileleshwa
",A1 Properties Ltd,"
KSh 9,100,000
"
"
1.7 ac land for sale in Old Muthaiga
","

Sergoit lane, Nairobi, Old Muthaiga, Muthaiga

","
1 ac
",-,-,"
1.7 Acres Prime, Flat Land With Bungalow For Sa...
",Coral Property International Ltd,"
KSh 400,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
3
","








2

","
3 Bedroom Apartment For Sale On Batu Batu Gard...
",Coral Property International Ltd,"
KSh 16,500,000
"
"
3 bedroom house for sale in Spring Valley
","

Peponi Road, Spring Valley, Westlands

","
1 ac
","
3
","








3

","
Charming 3bd House with a Guest wing on 1 acre...
",El Roi Properties,"
KSh 210,000,000
"
"
Studio apartment for sale in Roysambu Area
","

Roysambu Area, Roysambu

",-,"
0
",-,"
GLAMOROUS, Studios & 1 Bed Apartment, ROYSAMBU
",Citiscape Valuers & Estate Agents Ltd,"
KSh 2,170,000
"
"
4 bedroom house for sale in Spring Valley
","

Spring Valley, Westlands

",-,"
4
",-,"
4 bedroom house for rent in Spring valley
",Canaan Properties,"
KSh 84,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
2
","








2
 
","
2 BED, LAVINGTON
",Citiscape Valuers & Estate Agents Ltd,"
KSh 9,500,000
"
"
Furnished 1 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
1
",-,"
1bedroom apartment on sale in Kilimani
",Canaan Properties,"
KSh 12,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kirichwa Road, Kilimani, Dagoretti North

","
109 m²
","
2
","








2

","
Kirichwa Place- 2 Bedroom All Ensuite Apartment...
",Sakile Properties,"
KSh 11,000,000
"
"
0.5 ac land for sale in Karen
","

Karen, Langata

",-,-,-,"
Land for Sale in Karen
",LIKO Limited,"
KSh 27,000,000
"
"
2 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
2
","








3

","
2, 3 & 4 Bedroom High-End Apartments
",Henley Green Realty,"
KSh 17,500,000
"
"
2 bedroom apartment for sale in Lavington
","

Hatheru road, Lavington, Dagoretti North

","
1370 ft²
","
2
","








3

","
2 BEDROOMS ALL ENSUITE FOR SALE IN LAVINGTON
",Abode Realty,"
KSh 12,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








3

","
2BR + DSQ - Kileleshwa - Ready for occupation
",Lyons Properties,"
KSh 15,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
100 m²
","
2
","








2

","
READY FOR OCCUPATION - 2BR APARTMENT
",Balis Properties,"
KSh 8,500,000
"
