,property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price,property_price_currency,property_price_amount
2561,15000 m² warehouse for sale in Industrial Area,"Road C, Industrial Area, Embakasi",15000 m²,-,-,GODOWN / WAREHOUSE FOR SALE - INDUSTRIAL AREA,LYNDUM ENTERPRISES,"KSh 100,000,000",KSh,100000000.0
2562,3 bedroom house for sale in Lavington,"lavington west, Lavington, Dagoretti North",4 ac,3,2,3 Bedroom House for sale in Lavington,Crystal Valuers LTD,"KSh 30,000,000",KSh,30000000.0
2563,4 bedroom townhouse for sale in Lavington,"Lavington, Lavington, Dagoretti North",743 m²,4,6,4 Bedroom All En-suite Townhouses For Sale in L...,Simkar Group Limited,"KSh 90,000,000",KSh,90000000.0
2564,3 bedroom apartment for sale in Kileleshwa,"Kileleshwa, Dagoretti North",207 m²,3,5,MODERN AND SPACIOUS 3 BEDROOM PLUS DSQ FOR SALE...,Round The Clock Homes,"KSh 19,000,000",KSh,19000000.0
2565,4 bedroom townhouse for sale in Rosslyn,"Rosslyn Springs, Rosslyn, Westlands",-,4,4,"ROSSLYN SPRINGS – ROSSLYN LONE TREE, RUNDA",Crystal Valuers LTD,"KSh 66,700,000",KSh,66700000.0
2566,4 bedroom house for sale in Kiambu Road,"Fivestar Meadows, Kiambu Road, Kiambu Road",-,4,5,FOUR-BEDROOM HOUSE FOR SALE IN FIVESTAR MEADOWS...,Mahalo Properties Limited,"KSh 35,000,000",KSh,35000000.0
2567,5 bedroom townhouse for sale in Westlands Area,"East Church Road, Westlands Area, Westlands",-,5,4,5 Bedrooms Maisonette For Sale in Westlands - E...,Simkar Group Limited,"KSh 48,000,000",KSh,48000000.0
2568,3 bedroom apartment for sale in Kileleshwa,"Kileleshwa, Dagoretti North",-,3,4,Kileleshwa: 3 bedroom apartment with an sq for...,Royal Properties Market Limited,"KSh 18,000,000",KSh,18000000.0
2569,3 bedroom house for sale in Ruai,"Kangundo road, Ruai, Kasarani",306 m²,3,3,Spacious 3 bedroom bungalows,Property Point Urban Kenya,"KSh 4,750,000",KSh,4750000.0
2570,4 bedroom townhouse for sale in Langata Area,"Nairobi dam estate, Langata Area, Langata",-,4,2,4 Bedroom Town house for sale in Langata area,Crystal Valuers LTD,"KSh 18,499,999",KSh,18499999.0
2571,4 bedroom townhouse for sale in Loresho,"Loresho, Westlands",-,4,-,Akeva,HassConsult,"KSh 38,000,000",KSh,38000000.0
2572,4 bedroom townhouse for sale in Spring Valley,"Spring Valley, Westlands",-,4,5,"ONE OF A KIND, MODERN AND ARTISTIC TOWNHOUSES U...",MMM LUXURY ESTATES,"KSh 100,000,000",KSh,100000000.0
2573,1 bedroom apartment for sale in Valley Arcade,"Valley Arcade, Valley Arcade, Dagoretti North",-,1,1,1 Bedroom Apartment for Sale in Lavington,Sky Limits Ventures,"KSh 5,500,000",KSh,5500000.0
2574,5 bedroom townhouse for sale in Lavington,"Lavington, Lavington, Dagoretti North",-,5,5,Stunning 5 bedroom Townhouse for sale in Laving...,Olympia Gold Real Estate,"KSh 85,000,000",KSh,85000000.0
2575,6 bedroom house for sale in Kitisuru,"Kitisuru, Westlands",6800 m²,6,7,Exclusive Residential Townhouses For Sale,Rainmaker Brokerage Ltd,"KSh 110,000,000",KSh,110000000.0
2576,4 bedroom townhouse for sale in Kileleshwa,"Kileleshwa, Dagoretti North",270 m²,4,4,Quick sale in Kileleshwa 4 Bedrooms Maisonette...,Kenya Classic Homes,"KSh 25,000,000",KSh,25000000.0
2577,4 bedroom townhouse for sale in Langata Area,"Langata Area, Langata",270 m²,4,4,NEW 4 BEDROOM TOWNHOUSE ALL ENSUITE + DSQ FOR S...,Splendor Holdings,"KSh 32,000,000",KSh,32000000.0
2578,Office for sale in Parklands,"Parklands, Westlands",-,-,-,TRV Towers- Museum Hill,Tysons Limited,"KSh 10,000",KSh,10000.0
2579,4 bedroom house for sale in South C,"South C, Langata",-,4,2,House for Sale in South C- Highway Estate,Tysons Limited,"KSh 15,500,000",KSh,15500000.0
2580,3 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",180 m²,3,4,3 BEDROOM EXECUTIVE APARTMENT + DSQ FOR SALE...,Splendor Holdings,"KSh 15,000,000",KSh,15000000.0
2581,3 bedroom apartment for sale in Kileleshwa,"KILELESHWA, KILELESHWA, Kileleshwa, Dagoretti North",211 m²,3,5,EXQUISITE 3 BEDROOM PLUS AN EN SUITE D SQ FOR S...,Round The Clock Homes,"KSh 19,900,000",KSh,19900000.0
2582,5 bedroom house for sale in Karen,"Karen, Langata",-,5,-,Modern 5 Bedroom Brand New Bungalow for sale in...,-,"KSh 120,000,000",KSh,120000000.0
2583,1 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",70 m²,1,1,Denis Gardens by Ever Forgarden Company Limited...,Ever Forgarden Company Limited,"KSh 6,200,000",KSh,6200000.0
2584,3 bedroom apartment for sale in Riverside,"riverside drive, Riverside, Westlands",-,3,4,3 bedroom for sale in riverside,Nairobi Property,"KSh 16,500,000",KSh,16500000.0
2585,1 bedroom apartment for sale in Kilimani,"Dennis Pritt, Kilimani, Dagoretti North",80 m²,1,1,1 bedroom apartment plus study room/servant qua...,Crystal Valuers LTD,"KSh 7,000,000",KSh,7000000.0
2586,5 bedroom villa for sale in Karen,"Karen, Langata",650 m²,5,5,NEW KAREN 5 BEDROOM ALL ENSUITE VILLA + 2 DSQ O...,Splendor Holdings,"KSh 89,000,000",KSh,89000000.0
2587,5 bedroom house for sale in Karen,"Karen, Langata",4000 m²,5,6,Lovely 5 BR house Plus SQs in Karen,Leilach Properties,"KSh 60,000,000",KSh,60000000.0
2588,6 bedroom villa for sale in Nyari,"Nyari, Nyari, Westlands",-,6,7,Unfurnished Prestigious Ambassadorial House For...,Sky Limits Ventures,"KSh 200,000,000",KSh,200000000.0
2589,3 bedroom apartment for sale in Lavington,"Lavington, Lavington, Dagoretti North",-,3,3,3 bedroom all ensuite apartment in lavington,Vuli Homes Ltd,"KSh 19,000,000",KSh,19000000.0
2590,5 bedroom townhouse for sale in Kitisuru,"Kitisuru, Kitisuru, Westlands",-,5,5,5 & 6 Bedroom Houses For Sale In Kitisuru – Mag...,Coral Property International Ltd,"KSh 130,000,000",KSh,130000000.0
2591,5 bedroom house for sale in Westlands Area,"Grevillea, Nairobi, Westlands Area, Westlands",-,5,4,5 Bedroom Townhouse For Sale in Grevillea,Coral Property International Ltd,"KSh 72,000,000",KSh,72000000.0
2592,4 bedroom townhouse for sale in Brookside,"Brookside, Westlands",-,4,4,4 Bedroom Townhouse for Sale in Brookside,Dayfield Agencies,"KSh 50,000,000",KSh,50000000.0
2593,2 bedroom apartment for sale in Imara Daima,"Imara Daima, Embakasi",-,2,2,2 Bedroom Apartment For Sale in Imara Daima,Crystal Valuers LTD,"KSh 7,500,000",KSh,7500000.0
2594,4 bedroom house for sale in Kyuna,"Nairobi, Kyuna, Westlands",-,4,4,4 Bedroom Townhouse For Sale In Kyuna,Coral Property International Ltd,"KSh 95,000,000",KSh,95000000.0
2595,5 bedroom house for sale in Runda,"Runda, Westlands",-,5,6,5 Bedrooms are all ensuite for sale in Runda,Royal Properties Market Limited,"KSh 93,000,000",KSh,93000000.0
2596,Land for sale in Kitisuru,"Kitisuru, Westlands",-,-,-,A HALF AN ACRE PIECE OF LAND WITH A DRIVE THROU...,Ricville Properties,"KSh 35,000,000",KSh,35000000.0
2597,3 bedroom apartment for sale in Kileleshwa,"Kileleshwa, Dagoretti North",2265 ft²,"3
 ",4,BEAUTIFUL AND NEWLY BUILT 3 BEDROOM APARTMENTS...,A1 Properties Ltd,"KSh 21,500,000",KSh,21500000.0
2598,4 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",-,4,-,4bdrm + sq,REALTY BORIS,"KSh 18,500,000",KSh,18500000.0
2599,4 bedroom house for sale in Waiyaki Way,"4 Bed Maisonette, Church Road, Waiyaki Way, Westlands",193 m²,4,3,"4 Bedroom Maisonette For Sale In Westlands, Chu...",Coral Property International Ltd,"KSh 35,000,000",KSh,35000000.0
2600,2 bedroom apartment for sale in Kileleshwa,"Kileleshwa, Dagoretti North
 ",170 m²,2,3,Exclusive 2 Bedroom All Ensuite For Sale in Kil...,Nuru Breeze Homes Realty Limited,"KSh 15,000,000",KSh,15000000.0
2601,5 bedroom townhouse for sale in Thika Road,"Kenyatta road, Thika Road, Thika Road",250 m²,5,6,Spacious 5 bedroom Maisonettes for sale,Property Point Urban Kenya,"KSh 10,500,000",KSh,10500000.0
2602,4 bedroom house for sale in Kitisuru,"Kirawa Road, Kitisuru, Westlands",-,4,4,Lovely 4br Duplex Houses for Sale in Kitisuru,ALIX PROPERTIES LTD,"KSh 16,000,000",KSh,16000000.0
2603,4 bedroom apartment for sale in Kileleshwa,"KILELESHWA, KILELESHWA, Kileleshwa, Dagoretti North",211 m²,4,5,MODERN AND AFFORDABLE 4 BEDROOM ALL ENSUITE PLU...,Round The Clock Homes,"KSh 21,000,000",KSh,21000000.0
2604,0.781 ac land for sale in Lavington,"Convent Road, Lavington, Dagoretti North",-,-,-,0.781-Acre Plot For Sale in Lavington - Conven...,Simkar Group Limited,"KSh 160,000,000",KSh,160000000.0
2605,5 bedroom townhouse for sale in Lavington,"Lavington, Dagoretti North",-,5,5,5 Bedrooms Double storey townhouse with nice ga...,Wilnas Property Ltd,"KSh 85,000,000",KSh,85000000.0
2606,6 bedroom house for sale in Kitisuru,"Kitisuru, Westlands",-,6,-,6BEDROOM STANDALONE HOUSE ON SALE IN KITSURU,Canaan Properties,"KSh 140,000,000",KSh,140000000.0
2607,128 m² warehouse for sale in Imara Daima,"Imara Daima, Embakasi",128 m²,-,-,3 Storey Building with 3 Blocks,Halifax Estate Agency,"KSh 140,000,000",KSh,140000000.0
2608,3 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",-,3,3,3 Bedroom Apartments at Yaya - Kilimani Nairobi,Afrique Properties Limited,"KSh 17,500,000",KSh,17500000.0
2609,5 bedroom townhouse for sale in Lavington,"Mugumo Road, Lavington, Nairobi, Lavington, Dagoretti North",511 m²,5,-,"5 bed Townhouse, Mugumo road",Fit Property,"KSh 75,000,000",KSh,75000000.0
2610,4 bedroom townhouse for sale in Karen,"Karen, Langata",2700 m²,4,4,4 BEDROOM TOWNHOUSE ALL ENSUITE + DSQ FOR SALE...,Splendor Holdings,"KSh 32,000,000",KSh,32000000.0
2611,3 bedroom house for sale in Kiambu Road,"2778 - 01000, Kiambu Road, Kiambu Road",-,3,5,"3 BEDROOM HOUSE FOR SALE, EDENVILLE KIAMBU ROAD",Orion Valuers,"KSh 25,000,000",KSh,25000000.0
2612,5 bedroom villa for sale in Karen,"Ndege Rd, Karen, Langata",-,5,6,Exquisite 5 Bedroom Villa for Sale in Karen,Sky Limits Ventures,"KSh 120,000,000",KSh,120000000.0
2613,5 bedroom townhouse for sale in Karen,"Karen, Langata",798 m²,5,6,5 bedrooms all ensuite for sale in karen,Kenya Classic Homes,"KSh 120,000,000",KSh,120000000.0
2614,3 bedroom apartment for sale in Kileleshwa,"KILELESHWA, KILELESHWA, Kileleshwa, Dagoretti North",177 m²,3,6,AFFORDABLE 3 BEDROOM PLUS D SQ EN SUITE FOR SA...,Round The Clock Homes,"KSh 15,500,000",KSh,15500000.0
2615,5 bedroom villa for sale in Karen,"Karen, Langata",-,5,4,5 bedroom houses for sale in Kaern,Newpoint Properties,"KSh 105,000,000",KSh,105000000.0
2616,5 bedroom villa for sale in Karen,"Karen, Langata",-,5,5,Luxurious 5 bedroom villa on 1/2 of an acre wit...,Wilnas Property Ltd,"KSh 75,000,000",KSh,75000000.0
2617,10 bedroom house for sale in Runda,"Runda, Nairobi, Runda, Westlands",2428 m²,10,10,Two Identical 5 Bedroom Houses On A 1.2 Acre Pl...,Coral Property International Ltd,"KSh 115,000,000",KSh,115000000.0
2618,4 bedroom house for sale in Old Muthaiga,"Old Muthaiga, Muthaiga",-,4,3,This property is located in the sought after Mu...,Newpoint Properties,"KSh 365,000,000",KSh,365000000.0
2619,5 bedroom townhouse for sale in Lavington,"Gitanga Road, Lavington, Dagoretti North",-,5,5,Exquisite 5 Bedroom Townhouses for sale in Lavi...,THE GRAND RAVIX LIMITED,"KSh 70,000,000",KSh,70000000.0
2620,4 bedroom townhouse for sale in Karen,"Karen, Karen, Langata",2023 m²,4,4,4 Bedroom All En-Suite Townhouses For Sale in K...,Simkar Group Limited,"KSh 90,000,000",KSh,90000000.0
2621,5 bedroom house for sale in Runda,"runda, runda, Runda, Westlands",1400 m²,5,6,Brand New Ambassadorial house in Runda,Jafari Homes Limited,"KSh 320,000,000",KSh,320000000.0
2622,5 bedroom townhouse for sale in Karen,"Karen, Langata",372 m²,5,6,5 bedrooms townhouse for sale in Karen,Kenya Classic Homes,"KSh 75,000,000",KSh,75000000.0
2623,1 bedroom apartment for sale in Ruaraka,"921w, Ruaraka, off Thika Road, Ruaraka, Ruaraka",538 ft²,1,2,Affordable one-bedroom housing complex next to...,Ace Realtors Limited,"KSh 4,800,000",KSh,4800000.0
2624,5 bedroom villa for sale in Karen,"Miotoni, Karen, Langata",-,5,7,Exclusive 5 bedroom house,Azizi Realtors,"KSh 120,000,000",KSh,120000000.0
2625,5 bedroom townhouse for sale in Karen,"Kerarapon, Karen, Langata",450 m²,5,6,Muhugu Park,Tribeka Business Solutions Ltd,"KSh 60,000,000",KSh,60000000.0
2626,5 bedroom house for sale in Karen,"Amalula, Karen, Langata",-,5,5,Five bedrooms plus two DSQ,Pemukika Agency,"KSh 85,000,000",KSh,85000000.0
2627,3 bedroom apartment for sale in Kilimani,"1029w, Yaya Centre, Kilimani, Kilimani, Dagoretti North
 ",1500 ft²,3,3,Extraordinary three bedroom apartment in Kilima...,Ace Realtors Limited,"KSh 9,750,000",KSh,9750000.0
2628,3 bedroom apartment for sale in Kiambu Road,"Green Zone Apartments, Kiambu Road, Kiambu Road",144 m²,3,2,Green Zone – Thindigua,Crystal Valuers LTD,"KSh 12,000,000",KSh,12000000.0
2629,5 bedroom villa for sale in Karen,"3, Miotoni Road, Karen, Langata",600 m²,5,5,Exclusive Five Bedroom Villas For Sale in Karen...,Westside Real Estate,"KSh 180,000,000",KSh,180000000.0
2630,45000 ft² warehouse for sale in Industrial Area,"074, Industrial Area, Embakasi",45000 ft²,-,-,45000 sq feet godowns for sale,Highmack Enterprises,"KSh 220,000,000",KSh,220000000.0
2631,3200 ft² commercial land for sale in Utawala,"Utawala, Embakasi",3200 ft²,-,-,40*80 COMMERCIAL PLOT FOR SALE IN UTAWALA-NEAR...,Havilaplus Estates Ltd,"KSh 4,200,000",KSh,4200000.0
2632,3 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",-,3,3,Brand new 3 bedroom apartment for sale.,Wilnas Property Ltd,"KSh 14,500,000",KSh,14500000.0
2633,3 bedroom apartment for sale in Rhapta Road,"Rhapta Road, Rhapta Road, Westlands",-,3,3,3 Bedroom Apartment For Sale On Rhapta Road,Coral Property International Ltd,"KSh 15,900,000",KSh,15900000.0
2634,4 bedroom house for sale in Runda,"Runda, Westlands",-,4,5,Runda 4 bedroom mansion for sale,Canaan Properties,"KSh 73,000,000",KSh,73000000.0
2635,Furnished 4 bedroom townhouse for sale in Runda,"Runda, Westlands",-,4,-,"2 townhouses, each of 4 Bedroom on half an acre...",Archstone Realtors,"KSh 120,000,000",KSh,120000000.0
2636,Commercial land for sale in Lavington,"Lavington, Dagoretti North",-,-,-,2.3acres flat land in the Cream part of Lavingt...,Badilisha Properties,"KSh 700,000,000",KSh,700000000.0
2637,5 bedroom townhouse for sale in Loresho,"Loresho, Westlands",-,5,7,"Modern 5 Bedroom Town House For Sale
 ",Origin Homes,"KSh 100,000,000",KSh,100000000.0
2638,Residential land for sale in Karen,"Karen, Langata",-,-,-,Karen Prime Residential Plots,Afrique Properties Limited,"KSh 27,000,000",KSh,27000000.0
2639,Residential land for sale in Karen,"KAREN, Karen, Langata",-,-,-,Land For Sale In Karen,Royal Properties Market Limited,"KSh 40,000,000",KSh,40000000.0
2640,5 bedroom townhouse for sale in Lavington,"Appleclose, Lavington, Dagoretti North",650 m²,5,5,MODERN 5 BEDROOM TOWNHOUSES FOR SALE IN LAVINGT...,Abode Realty,"KSh 100,000,000",KSh,100000000.0
2641,3 bedroom townhouse for sale in Runda,"Runda, Westlands",-,3,3,3 Bedroom villa,Azizi Realtors,"KSh 29,000,000",KSh,29000000.0
2642,5 bedroom house for sale in Runda,"Runda, Westlands",-,5,6,5 bedroom house for sale in Runda,Royal Properties Market Limited,"KSh 130,000,000",KSh,130000000.0
2643,3 bedroom apartment for sale in Naivasha Road,"Naivasha Road, Dagoretti North",-,3,2,Spacious 3 bedroom for sale close to junction M...,Wilnas Property Ltd,"KSh 9,500,000",KSh,9500000.0
2644,4 bedroom townhouse for sale in Parklands,"Ngao Road, Parklands, Westlands",162 m²,"4
 ",3,4 bedroom townhouse for sale in Parklands (Keny...,Pam Golding Properties,"KSh 23,500,000",KSh,23500000.0
2645,4 bedroom townhouse for sale in Lavington,"Lavington, Lavington, Dagoretti North",-,4,4,4 Bedroom All En-Suite Lovely Townhouse For Sal...,Simkar Group Limited,"KSh 68,000,000",KSh,68000000.0
2646,2 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",130 m²,2,2,2 and 3 Bedroom Apartments for sale in Kilimani,THE GRAND RAVIX LIMITED,"KSh 13,500,000",KSh,13500000.0
2647,4 bedroom house for sale in Kitisuru,"Nairobi, Kitisuru, Westlands",6500 ft²,4,4,Two 4-Bedroom Villas For Sale In Kitisuru,Coral Property International Ltd,"KSh 95,000,000",KSh,95000000.0
2648,1 bedroom apartment for sale in Hurlingham,"Hurlingham, Dagoretti North",-,1,-,Elegant Modern Apartments for sale in Hurlingha...,El Roi Properties,"KSh 5,000,000",KSh,5000000.0
2649,4 bedroom apartment for sale in Kileleshwa,"Kileleshwa, Dagoretti North",2271 ft²,4,3,3 and 4 Bedroom Apartments for sale in Kilelesh...,THE GRAND RAVIX LIMITED,"KSh 20,000,000",KSh,20000000.0
2650,4 bedroom townhouse for sale in Kiambu Road,"Kiambu Road, Kiambu Road",300 ft²,4,3,4 BEDROOMS WITH SQ FOR SALE OFF KIAMBU ROAD,Trisums Investments Company Ltd,"KSh 21,945,000",KSh,21945000.0
2651,4 bedroom townhouse for sale in Karen,"Karen, Langata",-,4,5,An Executive 4 bedroom Townhouse in Karen,CAPITAL SHELTER,"KSh 65,000,000",KSh,65000000.0
2652,2 bedroom apartment for sale in Kileleshwa,"1029w, Kileleleshwa, Near Bypass., Kileleshwa, Dagoretti North",1450 ft²,2,3,Spacious two bedroom apartment within Kileleshw...,Ace Realtors Limited,"KSh 11,500,000",KSh,11500000.0
2653,4 bedroom villa for sale in Spring Valley,"Bendera Lane, Spring Valley, Westlands",-,4,4,4 Bedroom House in Bendera lane,Sunflag Kenya,"KSh 100,000,000",KSh,100000000.0
2654,6 bedroom house for sale in Old Muthaiga,"Old Muthaiga, Muthaiga",4047 m²,6,8,Prestigious 6 Bedroom Home,GerryVille Homes,"KSh 499,000,000",KSh,499000000.0
2655,1 bedroom apartment for sale in Kilimani,"1029w, Kilimani Estate, Kilimani, Dagoretti North",390 ft²,1,1,Under construction: Prestigious self-contained...,Ace Realtors Limited,"KSh 3,800,000",KSh,3800000.0
2656,3 ac commercial land for sale in Karen,"Karen, Langata",3 ac,-,-,3 acres commercial vacant land for sale in Kare...,Pam Golding Properties,"KSh 240,000,000",KSh,240000000.0
2657,5 bedroom house for sale in Kitisuru,"Kitisuru, Westlands",-,5,-,"Kitisuru, New Villas – FOR SALE",FAPCL Group,"KSh 135,000,000",KSh,135000000.0
2658,5 bedroom townhouse for sale in Karen,"8, 8, Karen, Langata",2023 m²,5,6,Prestigious Five Bedroom Villa For Sale in Kare...,Westside Real Estate,"KSh 120,000,000",KSh,120000000.0
2659,4 bedroom apartment for sale in Kileleshwa,"Kileleshwa, Dagoretti North",257 m²,4,4,"NEW 4 BEDROOM EXECUTIVE APARTMENT FOR SALE, IN...",Splendor Holdings,"KSh 23,500,000",KSh,23500000.0
2660,4 bedroom townhouse for sale in Karen,"Karen, Langata",550 m²,4,4,"4 BEDROOM VILLA + DSQ FOR SALE IN LANGATA, (NE...",Splendor Holdings,"KSh 92,000,000",KSh,92000000.0
2661,Furnished 5 bedroom villa for sale in Karen,"Karen, Langata",4499 m²,5,6,spacious 5 bedrooms villa for sale in Karen,Kenya Classic Homes,"KSh 70,000,000",KSh,70000000.0
2662,4 bedroom house for sale in Karen,"Karen, Langata",-,4,3,4 Bedroom Cosy Home at Karen on 1.1 Acre Land,Afrique Properties Limited,"KSh 83,000,000",KSh,83000000.0
2663,1 ac residential land for sale in Karen,"Karen, Langata",1 ac,-,-,Karen 1ac plot @60M per Acre,Splendor Holdings,"KSh 60,000,000",KSh,60000000.0
2664,3 bedroom apartment for sale in Lavington,"Lavington, Dagoretti North",211 m²,3,5,luxurious 3 bedroom plus dsq for sale,Round The Clock Homes,"KSh 19,900,000",KSh,19900000.0
2665,5 bedroom house for sale in Thika Road,"Kimunyu shopping centre, Kimunyu shopping centre, Thika Road, Thika Road",-,5,6,SSS WAIGANJO ESTATE,Shila Homes,"KSh 6,500,000",KSh,6500000.0
2666,2 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",-,2,3,Ultra-modern Apartment for Sale - Kilimani,Realty Plus,"KSh 15,500,000",KSh,15500000.0
2667,"1 bedroom apartment for sale in Kilimani
 ","Kilimani, Dagoretti North",50 m²,"1
 ",1,1 BEDROOM APARTMENT IN KILIMANI.,Abode Realty,"KSh 5,500,000",KSh,5500000.0
2668,3 bedroom apartment for sale in Kileleshwa,"Othaya Road, Kileleshwa, Dagoretti North",177 m²,3,3,3 & 4 Bedroom Apart For Sale in Othaya Road Kil...,Apogee Realty Homes,"KSh 15,500,000",KSh,15500000.0
2669,3 bedroom apartment for sale in Kileleshwa,"45, Othaya Road, Kileleshwa, Dagoretti North",120 m²,3,3,Diamond Homes - 3 bedroom Apartment,Detiland Company Limited,"KSh 11,500,000",KSh,11500000.0
2670,5 bedroom house for sale in Karen,"Karen, Langata",-,5,5,5 bedroom house for sale in Karen,Newpoint Properties,"KSh 110,000,000",KSh,110000000.0
2671,3 bedroom apartment for sale in Lavington,"Lavington, Dagoretti North",-,3,3,3 bedroom apartment for sale in Lavington,Dunhill Consulting Limited,"KSh 25,000,000",KSh,25000000.0
2672,2 bedroom apartment for sale in Kileleshwa,"Gatundu road, Kileleshwa, Dagoretti North",-,2,2,Stunning two bedrooms for sale in Kileleshwa,Calmillers Holding Ltd,"KSh 15,500,000",KSh,15500000.0
2673,0.9 ac land for sale in Lavington,"Amboseli Road, Lavington, Dagoretti North",-,-,-,Approximately 0.903 acres for sale off Amboseli...,Knight Frank Kenya,"KSh 110,000,000",KSh,110000000.0
2674,2 bedroom apartment for sale in Kileleshwa,"oloitoktok road, Kileleshwa, Dagoretti North",-,2,3,2 br for sale in kileleshwa,Nairobi Property,"KSh 12,000,000",KSh,12000000.0
2675,4 bedroom townhouse for sale in Kiambu Road,"Kiambu Road, Kiambu Road",-,4,4,Homely 4 bedroom townhouse for sale in Kiambu R...,Ge-Mac Property Solutions,"KSh 38,000,000",KSh,38000000.0
2676,4 bedroom house for sale in Gigiri,"Gigiri, Westlands",-,4,4,4 BEDROOM HOUSE FOR SALE IN GIGIRI ALONG GARDEN...,-,"KSh 75,000,000",KSh,75000000.0
2677,2 bedroom apartment for sale in Kileleshwa,"Kileleshwa, Dagoretti North",114 m²,2,2,NEW 2 BEDROOM EXECUTIVE APARTMENT FOR SALE I...,Splendor Holdings,"KSh 11,000,000",KSh,11000000.0
2678,3 bedroom apartment for sale in Kilimani,"Kilimani, Dagoretti North",-,3,4,3 bedroom apartment for sale,Sarabi Realty Group,"KSh 9,500,000",KSh,9500000.0
