property_title,property_location,property_area,property_bedrooms,property_bathrooms,property_description,property_agent,property_price
"
4 bedroom apartment for sale in Riverside
","

Riverside Drive, Riverside, Westlands

",-,"
4
","








4

","
4 Bedrooms Apartment For Sale in Riverside
",Simkar Group Limited,"
KSh 85,000,000
"
"
0.5 ac residential land for sale in North Muthaiga
","

Muthaiga north, Muthaiga north, North Muthaiga, Muthaiga

",-,-,-,"
Muthaiga North prime 1/2 acre plot
",Franic Villa Properties,"
KSh 40,000,000
"
"
1 ha commercial land for sale in Lavington
","

James Gichuru rd, Lavington, Dagoretti North

","
1 ha
",-,-,"
Full 1 acre plot for sale in Lavington
",Kenya Classic Homes,"
KSh 280,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands, Parklands, Parklands, Westlands

",-,"
4
","








4

","
A new $ Bedroomed Apartment With Staff Quarters...
",Keensell Ventures LTD,"
KSh 26,000,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
4
","








4

","
4 BEDROOM APARTMENT FOR SALE IN PARKLANDS, NAIR...
",Knight Frank Kenya,"
KSh 18,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
","








3

","
FINE LIVING IN THE HEART OF KILELESHWA
",Ricville Properties,"
KSh 10,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
3
","








5

","
Modern 3 Bedroom Apartment For Sale
",Origin Homes,"
KSh 23,500,000
"
"
1 bedroom apartment for sale in South B
","

South B, Langata

",-,"
1
",-,"
1 bedroom multi-storey apartment for sale in So...
",Pam Golding Properties,"
KSh 100,000,000
"
"
4 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
640 m²
","
4
","








5

","
BEAUTIFUL AND EXTREMELY SPACIOUS 4 BEDROOM APAR...
",A1 Properties Ltd,"
KSh 90,000,000
"
"
4047 m² residential land for sale in Kilimani
","

Kirichwa, Kilimani, Dagoretti North

","
4047 m²
",-,-,"
1 ACRE FOR SALE OFF KIRICHWA RD
",LYNDUM ENTERPRISES,"
KSh 450,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Spring Garden Apartments, Kileleshwa, Dagoretti North

","
184 m²
","
3
","








 3

","
1, 2 & 3 Bedroom Apartments For Sale At Spring...
",Royani Properties Limited,"
KSh 17,000,000
"
"
4 bedroom house for sale in Gigiri
","

Gigiri, Westlands

",-,"
4
",-,"
Four Bedroom House for sale in Gigiri
",Stop Properties Real Estate,"
KSh 110,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Valley Arcade, Lavington, Dagoretti North

","
85 m²
","
2
","








2

","
2 Bedroom Apartment for Sale in Lavington
",Sky Limits Ventures,"
KSh 7,500,000
"
"
0.5 ac land for sale in Nyari
","

Nyari South Estate, Nyari, Westlands

",-,-,-,"
0.5- Acre Plots For Sale in Nyari South
 ",Palmier Properties Limited,"
KSh 50,000,000
"
"
4 bedroom apartment for sale in Brookside
","

Nairobi, Brookside Gardens, Brookside, Westlands

",-,"
4
","








4

","
A Spacious 4 Bedroom For Sale And To Let In Bro...
",Coral Property International Ltd,"
KSh 38,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside Drive, Riverside, Westlands

",-,"
3
","








3

","
3 Bedroom Duplex For Sale in Riverside
",Apricot Property Solutions Limited,"
KSh 41,000,000
"
"
1 bedroom apartment for sale in Hill View
","

Elite Residence ~Westlands Road,, Hill View, Westlands

","
592 ft²
","
1
","








1

","
Elite Residence ~ The Ultimate Urban Addres
",Crystal Valuers LTD,"
KSh 10,900,000
"
"
3 bedroom apartment for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,"
3
","








2

","
3 Bedroom Master Ensuite Apartment for Sale - K...
",Afrique Properties Limited,"
KSh 8,200,000
"
"
0.5 ac land for sale in Kiambu Road
","

Kiambu Road, Kiambu Road

",-,-,-,"
0.5 acres vacant land for sale in Kiambu Road -...
",Pam Golding Properties,"
KSh 18,000,000
"
"
2.04 ac commercial land for sale in Thika Road
","

Thika Road, Thika Road

","
2 ac
",-,-,"
2.04 Acres Commercial land for Sale in Karugia,...
",PMC Estates Limited,"
KSh 12,000,000
"
"
4 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
245 m²
","
4
","








6

","
Spacious 4BR + Dsq All Ensuite
",Alphagate Real Estate,"
KSh 23,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
138 m²
","
3
","








4

","
Masterfully designed 1 bedroom apartments
",A1 Properties Ltd,"
KSh 18,000,000
"
"
4 bedroom townhouse for sale in Karen
","

5, Off Dagorreti Road, Karen, Langata

","
2023 m²
","
4
","








5

","
Contemporary Four Bedroom Villas For Sale in Ka...
",Westside Real Estate,"
KSh 65,000,000
"
"
1 bedroom apartment for sale in Runda
","

Runda, Westlands

",-,"
1
","








1

","
A Combination of Comfort, Convenience and Luxur...
",HAMMOCK & PALMS AFRICA,"
KSh 8,500,000
"
"
0.02 ac residential land for sale in Embakasi West
","

Kariobangi south, Mutarakwa road, Embakasi West, Embakasi

",-,-,-,"
0.02Acre land for sale at Kariobangi south
",Crystal Valuers LTD,"
KSh 4,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Kileleshwa, Dagoretti North

","
140 m²
","
3
","








3

","
LIMITED OFFFER! 3BEDROOMS WITH 3BATHROOMS
",Balis Properties,"
KSh 12,500,000
"
"
5 bedroom apartment for sale in Brookside
","

Brookside, Westlands

",-,"
5
",-,"
5 Bed Apartment for sale, Westlands
",Citiscape Valuers & Estate Agents Ltd,"
KSh 25,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Gatundu close, Kileleshwa, Dagoretti North

","
130 m²
","
2
","








2

","
MODERN 2 BEDROOMS APARTMENT FOR SALE IN KILELES...
",Mambo Properties Enterprise,"
KSh 15,500,000
"
"
1 ac land for sale in Ridgeways
","

Ridgeways lane, Ridgeways, Ridgeways

","
1 ac
",-,-,"
Land for sale
",Knight Frank Kenya,"
KSh 90,000,000
"
"
0.75 ac land for sale in Riverside
","

Nairobi, Riverside Drive, Riverside, Westlands

",-,-,-,"
0.75 Acre Plot With Bungalow For Sale On Rivers...
",Coral Property International Ltd,"
KSh 275,000,000
"
"
2 bedroom apartment for sale in Uthiru/Ruthimitu
","

Fourpoints Apartments, Uthiru/Ruthimitu, Dagoretti South

","
94 m²
","
2
","








2

","
modern 2 bedroom apartments for sale in Uthiru...
",Crystal Valuers LTD,"
KSh 7,500,000
"
"
2 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road

",-,"
2
",-,"
Modern 1,2 &3 Bedroom apartments for sale on Ng...
",Gimco Limited,"
KSh 7,800,000
"
"
4 bedroom apartment for sale in Lavington
","

Hatheru road, Lavington, Dagoretti North

",-,"
4
","








4

","
4 Bedroom Apartment for sale in Lavington
",Royal Gate properties Kenya,"
KSh 22,000,000
"
"
0.25 ac residential land for sale in Thika Road
","

Kenyatta road- Karunguru Golf, Thika Road, Thika Road

",-,-,-,"
Catchy Vacant land for sale
",Property Point Urban Kenya,"
KSh 5,500,000
"
"
1 m² residential land for sale in Parklands
","

Crescent Road, Parklands, Westlands

","
1 m²
",-,-,"
PLOT FOR SALE
",Halifax Estate Agency,"
KSh 220,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
1540 ft²
","
2
","








3

","
Ready 2BR Apartments For Sale
",Alphagate Real Estate,"
KSh 15,000,000
"
"
Commercial property for sale in Nairobi Central
","

River Road, Nairobi Central, Starehe

",-,-,-,"
6 Storey Building For Sale In CBD
",Simkar Group Limited,"
KSh 350,000,000
"
"
2 bedroom apartment for sale in Lavington
","

Valley Arcade, Lavington, Dagoretti North

",-,"
2
","








2

","
2 Bedroom Apartment for Sale in Lavington
",Sky Limits Ventures,"
KSh 16,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

","
230 m²
","
3
","








4

","
3 Bedroom Apartment / Flat for sale in Lavingto...
",Kenya Classic Homes,"
KSh 21,000,000
"
"
2 bedroom apartment for sale in Ngong Road
","

Ngong Road, Ngong Road, Ngong Road

",-,"
2
",-,"
2 & 3 Bedroom Apartments For Sale in Ngong Road
",Simkar Group Limited,"
KSh 12,000,000
"
"
Land for sale in Kilimani
","

Kilimani, Dagoretti North

",-,-,-,"
1/4 acre plot on Kabarnet road behind Ngong roa...
",-,"
KSh 85,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Off James Gichuru, Lavington, Dagoretti North

",-,"
3
","








4

","
3Bedroom (all en suite) + DSQ apartment for sal...
",Upper Deck Homes,"
KSh 19,000,000
"
"
5 bedroom house for sale in Gigiri
","

Daisy Lane, Gigiri, Westlands

",-,"
5
","








5

","
5br standalone double-storey house for sale in...
",Property Zone East Africa,"
KSh 150,000,000
"
"
6 bedroom apartment for sale in Parklands
","

Nairobi, Parklands, Westlands

","
5300 ft²
","
6
","








5

","
An Opulent 6 Bedroom Duplex Penthouse For Sale...
",Coral Property International Ltd,"
KSh 42,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
126 m²
","
3
","








3

","
BEAUTIFUL & AFFORDABLE 2 BEDROOM APARTMENTS IN...
",A1 Properties Ltd,"
KSh 12,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Denis Pritt Road, Kilimani, Dagoretti North

",-,"
2
","








3

","
MODERN 2 BEDROOM ALL ENSUITE APARTMENT FOR SALE...
",-,"
KSh 13,500,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Othaya Rd, Kileleshwa, Dagoretti North

","
207 m²
","
3
","








4

","
3 BR (all en suite) + DSQ
",Prima Properties Ke,"
KSh 19,000,000
"
"
3 bedroom apartment for sale in Riverside
","

riverside drive, Riverside, Westlands

","
260 m²
","
3
","








4

","
NEWLY BUILT 3 BEDROOM APARTMENT FOR SALE IN RIV...
",Mambo Properties Enterprise,"
KSh 29,000,000
"
"
376 m² commercial property for sale in Mombasa Road
","

Mombasa road, Mombasa Road, Mombasa Road

","
376 m²
",-,-,"
1 acre land for lease along main Mombasa road
",Simton Properties,"
KSh 1,200,000
"
"
4 bedroom apartment for sale in Parklands
","

Parklands, Westlands

",-,"
4
",-,"
4 bedroom apartment for sale in Parklands
",Dunhill Consulting Limited,"
KSh 19,000,000
"
"
1061 m² office for sale in Kilimani
","

Kindaruma rd, Kilimani, Dagoretti North

","
1061 m²
",-,-,"
OFFICE SPACE FOR SALE
",Ardhi Lords Management,"
KSh 15,000,000
"
"
5 bedroom townhouse for sale in Lavington
","

Convent Drive, Lavington, Dagoretti North
 
",-,"
5
","








6

","
5 bedroom townhouse for sale in Lavington
",Sky Limits Ventures,"
KSh 85,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Hatheru Road, Telagen Gardens, Lavington, Dagoretti North

",-,"
3
",-,"
3 Bed Apartment For Sale In Lavington
",Coral Property International Ltd,"
KSh 17,500,000
"
"
3 bedroom apartment for sale in Loresho
","

Loresho, Westlands

",-,"
3
","








3

","
Loresho springs 3 bedroom apartment for sale
",Royal Properties Market Limited,"
KSh 18,000,000
"
"
3 bedroom house for sale in Kileleshwa
","

kileleshwa, kileleshwa, Kileleshwa, Dagoretti North

",-,"
3
","








2

","
Massionate 3bd master ensuite dsq Mature Garden...
",Prudential Green Ville,"
KSh 32,000,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Gatundu Road, Kileleshwa, Dagoretti North

","
50 m²
","
1
","








1

","
Gatundu Heights-1 bedroom
",XIZI OTIS CO.LTD,"
KSh 6,000,000
"
"
3 bedroom apartment for sale in Parklands
","

Nairobi, 5th parklands, Parklands, Westlands

","
2300 ft²
","
3
","








3

","
An Exquisite 3 Bedroom Apartment For Sale In Pa...
",Coral Property International Ltd,"
KSh 22,500,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Kilimani, Kilimani, Dagoretti North

",-,"
3
","








3

","
3 BEDROOM, 2 ENSUITE+ DSQ- KINDARUMA ROAD.
",Franic Villa Properties,"
KSh 11,500,000
"
"
1 bedroom apartment for sale in Ruaraka
","

921w, Ruaraka, off Thika Road, Ruaraka, Ruaraka

","
538 ft²
","
1
","








2

","
Affordable one-bedroom housing complex next to...
",Ace Realtors Limited,"
KSh 4,800,000
"
"
Furnished 2 bedroom apartment for sale in Upper Hill
","

Upper Hill, Langata

","
130 m²
","
2
","








4

","
Laurel Hill Suites - 2 Bed All Ensuite + Studio
",Laureland Homes,"
KSh 18,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
119 m²
","
 2
","








3

","
Stylish 2 bedroom apartments in Kileleshwa
",A1 Properties Ltd,"
KSh 16,700,000
"
"
3 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

","
180 m²
","
3
","








3

","
spacious 3 bedrooms apartment for sale next to...
",Kenya Classic Homes,"
KSh 16,500,000
"
"
4 bedroom townhouse for sale in Kilimani
","

Nairobi, Kenya, Milimani, Kilimani, Dagoretti North

",-,"
4
","








3

","
4 Bedroom Maisonette In Kilimani
",Eden Heights Realty,"
KSh 37,000,000
"
"
Land for sale in Makadara
","

Makadara, Makadara

",-,-,-,"
45 x 45 ft development land for sale in Makadar...
",Masterways Real Estate,"
KSh 10,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Kabaserian Road, Westlands Area, Westlands

",-,"
3
","








3

","
2 Bedroom Apartment with DSQ at Lavington
",Kleber Limited,"
KSh 10,500,000
"
"
Commercial property for sale in Hurlingham
","

Argwing Kodhek road, Hurlingham, Dagoretti North

",-,-,-,"
Hotel for Sale
",Lyons Properties,"
KSh 675,000,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
956 m²
","
2
","








2

","
LUXURY LIVING IN A MODERN SPACE-2 BEDROOM APART...
",A1 Properties Ltd,"
KSh 15,500,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kilimani, Dagoretti North

",-,"
2
",-,"
2 Bedroom Flat and Apartments
",Realty Plus,"
KSh 16,000,000
"
"
3 bedroom apartment for sale in Westlands Area
","

Westlands Area, Westlands

",-,"
3
",-,"
3 bedroom apartment for sale in Westlands Area
",Dunhill Consulting Limited,"
KSh 21,000,000
"
"
3 bedroom apartment for sale in General Mathenge
","

General Mathenge, Westlands

",-,"
3
",-,"
3 bedroom penthouse to let
",Stop Properties Real Estate,"
KSh 25,000,000
"
"
3 bedroom apartment for sale in Ngong Road
","

The Grand Eben, Ngong Road, Ngong Road

","
113 m²
","
3
","








2

","
3 bedroom apartments for sale on Ngong road
",Crystal Valuers LTD,"
KSh 11,670,000
"
"
1 bedroom apartment for sale in Kilimani
","

KILIMANI, KILIMANI, Kilimani, Dagoretti North

","
65 m²
","
1
","








1

","
MODERN 1 BEDROOM FOR SALE
",Round The Clock Homes,"
KSh 5,500,000
"
"
5 bedroom house for sale in Gigiri
","

Gigiri, Westlands

",-,"
5
","








4

","
5bedrooms house For Sale in Gigiri
",Nairobi and Beyond Realty,"
KSh 130,000,000
"
"
2 bedroom apartment for sale in Waiyaki Way
","

Waiyaki Way, Westlands

",-,"
2
","








2

","
2 bedroom apartment off Waiyaki Way(Mountain vi...
",Walcott Realtors,"
KSh 7,600,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
2
","








2

","
Grey Pearl Apartments-2 Bedroom Apartments For...
",Crystal Valuers LTD,"
KSh 14,000,000
"
"
0.2 ac commercial property for sale in South C
","

South C, Langata

",-,-,-,"
Available Commercial property with 16 2-bdroom...
",Orion Valuers,"
KSh 100,000,000
"
"
1 bedroom apartment for sale in Runda
","

Runda, Westlands

","
57 m²
","
1
","








1

","
1 Bedroom Apartment Cascadia at Two Rivers
",Centum Real Estate,"
KSh 8,500,000
"
"
1 bedroom apartment for sale in Kileleshwa
","

Kikambala Road, Kileleshwa, Dagoretti North

","
45 m²
","
1
","








1

","
Studios, 1 & 2 Bedroom Apartments For Sale In K...
",Coral Property International Ltd,"
KSh 8,500,000
"
"
6 bedroom house for sale in Kitisuru
","

Kitisuru, Westlands

",-,"
6
","








6

","
6BEDROOM DOUBLE STOREY FOR SALE IN OLD KITISURU
",Kensim Property Enterprises,"
KSh 130,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Laikipia Rd., Kileleshwa, Dagoretti North

","
120 m²
","
3
","








3

","
Upscale 3 BR (2 en suite) Apartment in the ser...
",Prima Properties Ke,"
KSh 11,500,000
"
"
2 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

","
95 m²
","
2
",-,"
Apartments for sale off Oloitoktok road, Kilele...
",Own Properties Ltd,"
KSh 11,000,000
"
"
2 bedroom apartment for sale in Brookside
","

Brookside, Westlands

","
170 m²
","
2
","








2

","
LUXURIOUS AND MODERN 2 BEDROOM PLUS SQ APARTMEN...
",Nuru Breeze Homes Realty Limited,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Kileleshwa, Dagoretti North

",-,"
3
",-,"
Kaisa Gardens - 3 bedroom apartment for sale K...
",Kaisa Ventures Kenya Co. Ltd,"
KSh 11,500,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
334 m²
","
3
","








3

","
3 Bedroom Apartment For Sale Off Riverside Driv...
",Coral Property International Ltd,"
KSh 46,000,000
"
"
2 bedroom apartment for sale in Riverside
","

Riverside, Riverside, Westlands

","
106 m²
","
2
","








2

","
CHIC. 2BEDROOMS. 2BATHROOMS
 ",Balis Properties,"
KSh 12,000,000
"
"
Land for sale in Kilimani
","

Kilimani, Dagoretti North

",-,-,-,"
PLOT FOR SALE
",Halifax Estate Agency,"
KSh 210,000,000
"
"
3 bedroom apartment for sale in Kileleshwa
","

Moon Valley - Dubai Style Apartments, Kileleshwa, Dagoretti North

",-,"
3
","








3

","
Moon Valley Apartments
",Crystal Valuers LTD,"
KSh 20,000,000
"
"
3 bedroom apartment for sale in Riverside
","

Riverside, Westlands

","
2450 ft²
","
3
","








3

","
3 Bedrooms Apartment
",Rockfield Management Ltd,"
KSh 25,000,000
"
"
Land for sale in Mombasa Road
","

Mombasa Road, Mombasa Road

",-,-,-,"
2 acres along Mombasa road is going for sale
",Ring Kenya Ltd,"
KSh 250,000,000
"
"
3 bedroom apartment for sale in Kilimani
","

Chelezo apartments, Kilimani, Dagoretti North

","
14 m²
","
3
","








3

","
3 Bedroom Apartments plus DSQ For Sale in Kil...
",Crystal Valuers LTD,"
KSh 14,650,000
"
"
Residential land for sale in Westlands Area
","

Westlands, Westlands Area, Westlands

",-,-,-,"
0.5 Acres Prime Plot For Sale in Westlands
",Simkar Group Limited,"
KSh 175,000,000
"
"
4 bedroom townhouse for sale in Lavington
","

Lavington, Dagoretti North

",-,"
4
","








2

","
4 Bedrooms Townhouse for sale in Lavington
",Ocean Oasis,"
KSh 37,000,000
"
"
3 bedroom apartment for sale in Lavington
","

Lavington, Dagoretti North

",-,"
3
","








4

","
3 Bed + DSQ, KILIMANI
",Citiscape Valuers & Estate Agents Ltd,"
KSh 19,000,000
"
"
2 bedroom apartment for sale in Kilimani
","

Kindaruma Road, Kilimani, Dagoretti North

","
105 m²
","
2
","








2

","
2 bedroom apartment for sale in Kilimani
",Dunhill Consulting Limited,"
KSh 13,500,000
"
"
1 ac land for sale in Mombasa Road
","

Cabanas, Mombasa Road, Mombasa Road

","
1 ac
",-,-,"
1 Acre Commercial Land On Mombasa Road
 ",Apricot Property Solutions Limited,"
KSh 150,000,000
"
"
2 bedroom apartment for sale in Thika Road
","

Thika Road, Thika Road

",-,"
2
","








2

","
Spacious apartments near a Shopping Mall
",Own Properties Ltd,"
KSh 8,000,000
"
